ytrue,yhat
25770.0,18058.18180530947
25287.0,19085.230182282045
22252.0,18350.36281941574
24725.0,16805.036728596267
24837.0,16510.143914360746
21033.0,17687.25286758947
17042.0,17355.384405682365
16593.0,18133.29560453639
19183.0,17741.089760576
16982.0,17782.52253857232
20854.0,18793.85141699825
19036.0,19348.79797379274
17830.0,19161.846369614173
17258.0,17851.024557195597
22483.0,19234.08813750183
18780.0,18501.36895707477
16807.0,17500.97292839203
17866.0,17441.299759421203
17629.0,18789.515237665848
17602.0,18748.228296638103
14919.000000000002,17097.798471707098
17794.0,17776.683741119858
17687.0,17053.697117094416
17666.0,17104.513668420856
14521.999999999998,18128.619845877784
14926.0,17924.88286660317
15962.0,18951.559342008095
17602.0,18216.47065079253
15378.0,18739.49310255004
17296.0,18321.622046081386
18423.0,18989.43184240448
12030.0,17096.150732583694
19888.0,17652.517225458465
15360.000000000002,18349.92461716717
15953.999999999998,18188.663109893416
16789.0,17762.47275399481
18041.0,22003.39662553646
22048.0,22149.389948055505
21579.0,21710.159812094713
24036.0,22189.332580769107
22874.0,21512.349921239354
16243.000000000002,21988.952582882655
15076.0,16957.521389790654
15485.999999999998,17217.39170355269
11280.0,16865.71139312639
12754.0,17423.67953785223
12276.0,13964.76428971239
14107.999999999998,14257.770796278586
13674.0,14105.05038341093
10264.0,13675.442573501618
12641.0,13149.76552562987
14014.0,16662.742566339108
13668.000000000002,12698.681305020336
13401.999999999998,13054.539976620266
13478.0,13318.315547432461
12197.0,12691.460560479074
9915.0,14511.84152167374
12737.0,14396.574378507816
14567.0,13258.682145723258
13490.0,13879.799189574525
13885.0,13849.212908715697
15190.0,13872.912455720203
10809.0,13881.111798036549
14830.0,13912.362157312631
13632.0,14197.425384705244
13605.0,13524.385202530137
13436.000000000002,13571.08624032533
14757.999999999998,13460.397206254434
11627.0,13601.994010185668
9600.0,14104.974712538717
16211.999999999998,14406.96218578469
14983.0,13960.850929955592
13732.0,13800.242239509716
13634.0,13736.98384528803
13735.0,14631.93344463222
9429.0,12719.818085857029
14723.0,12451.13823057613
12821.0,12388.887634007575
15556.0,12908.149779554391
16775.0,13049.604517702504
11627.0,13198.081882175655
12502.0,12306.593250788208
10810.0,12603.717339064588
12593.0,13222.620295149074
13969.0,13232.152915343237
14282.0,13746.519175727748
16477.0,12828.296256000014
12231.0,13144.574554566207
14015.0,13813.064737047729
15975.0,13226.620793257269
11842.0,13127.602276861911
13108.0,12692.873216448881
11946.0,12443.61403954115
13271.0,12761.64112969273
13488.000000000002,12324.323778192067
12994.000000000002,13518.018444856742
13343.0,12956.594265943213
13179.0,12757.889005363544
13204.0,12629.840360033924
9862.0,12811.536600187646
15043.999999999998,12460.917066819155
13265.0,12040.994967832521
11076.0,12574.517737795304
13005.0,12535.295107274842
9097.0,12620.415211494736
15698.000000000002,12147.784231120144
10038.0,12661.50437257969
13859.0,13904.075046724665
15480.0,12799.67036974593
11622.0,13057.261901075371
14972.0,13252.45617743355
9841.0,12251.711834817264
13312.0,13093.717074497039
17397.0,13056.66141874243
16332.0,12554.900072000337
16555.0,13530.708033656156
16903.0,16688.75596364754
14970.000000000002,14802.660269032138
13298.999999999998,13266.518706863291
10060.0,13119.2333005269
13098.000000000002,13197.10950574078
13438.0,13090.6941811567
12192.0,13405.155027241666
9147.0,13269.753154174852
12634.0,12690.953081324004
10962.0,12865.789837517052
11100.0,12466.554309790621
13193.999999999998,13092.434909969394
12869.0,13146.399802357922
12300.0,12201.601829128844
13375.999999999998,12960.082769652507
12167.0,12857.40329864261
8381.0,12603.815751954382
13508.999999999998,12062.784442131451
8221.0,12809.702816863115
13423.0,12606.352279366067
12540.0,11408.829615762072
11979.0,11565.323232284898
11883.0,11597.634225911537
12558.0,11597.237127564906
13389.0,11808.787976708103
13269.0,11287.057551416778
10303.0,11905.768503108087
8053.999999999999,12314.625279140311
11955.0,12661.24927280906
10193.0,12446.210024674758
10321.0,12465.775572709452
13305.000000000002,13348.69695088463
13184.0,15942.09189355026
8459.0,12270.45177298092
8383.0,11360.178289204294
10484.0,11230.31299096555
10076.0,11344.331611562651
9097.0,11509.09473766405
13771.000000000002,10959.19601045105
14551.000000000002,11659.972619562743
7682.0,10964.509425874547
8538.0,11251.434453777967
13554.0,12696.492373214538
8515.0,13007.565549833478
8518.0,12861.266133757734
12555.0,10630.635534107314
9578.0,10036.634512831377
11781.0,9879.939767826114
4143.0,10076.56363239651
9250.0,11420.00352568286
16125.0,11646.068413883413
14425.000000000002,12157.531404783918
9385.0,11096.585960298562
18544.0,11133.8025310776
7780.0,10704.940844177048
14546.999999999998,10356.57711083677
8182.0,10954.00412172883
11378.0,10908.331988502083
8899.0,10953.558667008352
12063.0,11543.232804816344
12337.0,11180.442592229987
10113.0,11039.488231152976
13799.000000000002,11365.060711535734
13839.0,11600.719470640603
9453.0,10888.929881709875
5076.0,10255.239792251694
12204.0,10668.996290536279
11974.0,10826.222297594697
8681.0,11336.027565665081
8492.0,11867.60727924631
13177.0,10788.638190331703
13584.999999999998,10638.025391114837
12395.0,10507.1417575591
11079.0,10567.610984138533
9044.0,10649.06544216494
10713.0,14231.32013893385
10689.0,14169.345295089972
9778.0,15158.866265385379
10976.0,15400.846594908695
12142.0,15028.233364819836
16025.0,14613.708469329107
13361.0,14546.837185517394
8063.0,13723.718819356303
8128.0,13693.534434488574
12335.0,14733.567193129385
9948.0,13651.322705501874
10056.0,14239.93831317703
9583.0,14625.060684861233
13522.0,14230.915756554952
12371.0,13788.05578192927
8223.0,13650.097368316428
7962.999999999999,10263.823228699419
10705.0,10035.775105289571
7245.0,9900.136930035704
7793.999999999999,9731.092095076552
11060.0,10559.994500738236
7266.0,11006.455201519353
9257.0,10904.484689730634
10848.0,10435.894889251955
11434.0,10760.264539174508
10376.0,11065.07728685671
8305.0,10970.198071255129
10571.0,10461.79308442399
6500.0,10751.463507726437
6619.0,10981.252031203701
10132.0,10647.032608439107
13267.0,11738.337828966873
14121.0,10322.858574217358
9292.0,10400.159183233272
9157.0,10681.986705620311
7420.000000000001,10698.344951838468
9034.0,11764.952701789542
8418.0,10814.991700676732
8586.0,10199.047073753223
10114.0,10132.208588305275
13445.0,10975.94061089559
11477.0,10662.448448088127
5866.0,11870.459249842324
8348.0,10621.392766898194
13313.0,10253.737527825051
10085.0,10849.854915040769
8700.0,11342.142994907015
13090.999999999998,11426.169686491621
7222.999999999999,11337.905473021354
11232.0,11541.731403342807
11700.0,11350.59657217548
11052.0,11540.221340706514
7493.999999999999,11768.89154909928
13439.0,12042.392253332357
12627.0,11508.375054170652
14123.0,13042.900947787262
11891.0,12104.387050935587
11532.0,11462.832560461507
11147.0,11874.68286201977
13931.000000000002,11781.759044481365
10450.0,11439.888695848087
10428.0,11593.940774337378
10943.0,11343.914126479985
8225.0,11100.050259847949
8317.0,11374.314354917648
11869.0,11350.00585752943
13631.0,12812.914341997233
6481.999999999999,11634.706537968947
13467.0,12604.726677681627
13255.0,12807.988341635948
7557.0,11455.18976808356
8440.0,10632.627975438152
13534.999999999998,11127.24571307855
8717.0,11722.757824249235
13091.999999999998,10941.087910375256
13818.999999999998,11428.87309197428
11418.0,11239.206481387124
8952.0,11134.489518979268
8468.0,11134.820407174411
12935.999999999998,15613.575919449559
10695.0,11675.584049021201
8111.0,11287.393874670597
9850.0,10622.734339267941
15732.0,10984.819299365337
8348.0,9601.350954825277
7207.0,9671.587284501311
12108.0,10865.983275634315
12372.0,11869.857343521382
15761.0,11746.701031974733
11201.0,10386.815215681241
13479.0,11869.613748590544
12856.0,10760.773746311212
8111.0,10104.634383553452
12429.0,11652.353956717041
9874.0,10893.66943001524
11737.0,11604.31013499049
