ytrue,yhat
25355.0,17482.072591449196
26858.999999999996,15405.925149684792
20969.0,15361.2835776646
25770.0,15525.783837802759
25287.0,15439.494539059404
22252.0,15353.20524031605
24725.0,15646.255395071117
24837.0,15599.5798787964
21033.0,16103.588196679977
17042.0,16393.58197338416
16593.0,16320.69592518907
17989.0,16247.809876993979
19183.0,16230.484029931758
16982.0,16108.602792602318
20854.0,16051.400073991306
19036.0,16646.44599554562
17830.0,16578.126495675395
17258.0,16509.80699580517
22483.0,16510.589249318506
18780.0,16449.12443733719
16807.0,16329.597754994478
17866.0,16386.715380000856
17629.0,16841.625126224877
17602.0,16793.34864001666
14919.000000000002,16761.961417573813
17794.0,16697.075928884573
17687.0,16632.19044019533
17666.0,16440.359323178964
14521.999999999998,16392.01335725444
14926.0,16865.30021611206
15962.0,16737.103421692922
17602.0,16675.86672437045
15378.0,16951.849118425594
17296.0,16888.38329761431
18423.0,16683.40262012261
12030.0,16625.564366138944
19888.0,17113.050700823627
15360.000000000002,17048.23377958831
15953.999999999998,16983.41685835299
16789.0,16926.18617352978
18041.0,16877.82162838954
22048.0,16592.652273806638
21579.0,16652.82426720192
24036.0,17156.016469048638
22874.0,17115.90897475225
16243.000000000002,17246.627751341588
15076.0,17191.303961458118
15485.999999999998,17135.980171574647
11280.0,16885.793658637147
12754.0,16823.665001989055
12276.0,17390.64001513429
14107.999999999998,17195.20448499637
13674.0,17137.621652127415
10264.0,17080.03881925846
12641.0,16880.1702677965
14014.0,16665.538653024934
13668.000000000002,16601.047392416163
13401.999999999998,17106.38799454928
13478.0,17030.936361030173
12197.0,16955.48472751107
9915.0,17142.897874422328
12737.0,17076.601015776134
14567.0,16829.100242142875
13490.0,16619.042464499158
13885.0,17249.36877377624
15190.0,17169.11125790249
10809.0,17006.814686505346
14830.0,16935.35802784527
13632.0,16863.901369185194
13605.0,16571.004970021902
13436.000000000002,16493.34474110986
14757.999999999998,17091.572035857724
11627.0,16946.17091020455
9600.0,16879.28182645812
16211.999999999998,16812.392742711687
14983.0,16633.337017205864
13732.0,16439.146041121312
13634.0,16372.891858201523
13735.0,16887.01705661997
9429.0,14689.675739691898
14723.0,14624.547319519666
12821.0,14505.529616481646
15556.0,14455.605761987292
16775.0,14214.579547671223
11627.0,14198.385910952371
12502.0,14696.127795474591
10810.0,14645.849708968297
12593.0,14505.893585172555
13969.0,14456.786370362117
14282.0,14407.679155551677
16477.0,14147.220155566445
12231.0,14492.988982975638
14015.0,14979.251754203618
15975.0,14918.204892430518
11842.0,14867.24077366254
13108.0,14816.27665489456
11946.0,14725.403148427507
13271.0,14527.942069264738
13488.000000000002,14474.029357439635
12994.000000000002,14936.105207523566
13343.0,14875.552201931006
13179.0,14814.999196338445
13204.0,14701.45351012383
9862.0,14629.157605001117
