ytrue,yhat
25355.0,19098.644828780096
26858.999999999996,20001.588004552905
20969.0,19444.005565319134
25770.0,22049.38294100483
25287.0,21325.99483966499
22252.0,20989.852483256986
24725.0,20159.592879665674
24837.0,19156.96185379862
21033.0,22239.530716183508
17042.0,21353.779737241293
16593.0,20962.015775713742
17989.0,21125.865330729328
19183.0,20853.743382388653
16982.0,21618.348994785407
20854.0,21197.786027788065
19036.0,18270.329315513733
17830.0,17161.68864320029
17258.0,16973.59466070665
22483.0,17710.951248059264
18780.0,19026.40382744603
16807.0,19465.15753974054
17866.0,19438.769674695464
17629.0,18072.633247353402
17602.0,17332.262252779965
14919.000000000002,17419.322275197548
17794.0,18240.875624498152
17687.0,19471.615990460366
17666.0,19406.02842276774
14521.999999999998,19517.24963485359
14926.0,17909.485991641108
15962.0,16805.061444285948
17602.0,16733.588744099026
15378.0,21193.738289334404
17296.0,20218.242602387494
18423.0,20827.88381373031
12030.0,20261.27548468425
19888.0,19738.316876865683
15360.000000000002,18624.748627687823
15953.999999999998,18089.372984183676
16789.0,17695.30296846678
18041.0,18438.364210138985
22048.0,18050.046203197282
21579.0,17858.82996129472
24036.0,17054.220462728328
22874.0,16159.574054296581
16243.000000000002,17193.637950654076
15076.0,17575.64460474751
15485.999999999998,18608.92980329117
11280.0,18042.117725009193
12754.0,17596.935796933452
12276.0,17874.316005417175
14107.999999999998,15856.249131304592
13674.0,15729.822179191162
10264.0,16385.157269077135
12641.0,15661.822521523358
14014.0,15528.717400178339
13668.000000000002,15341.784478476568
13401.999999999998,15345.574667233008
13478.0,14102.290773412664
12197.0,13641.153285597444
9915.0,16773.71273823706
12737.0,16583.139680101882
14567.0,18478.673573971475
13490.0,16459.175155004705
13885.0,17049.45370145194
15190.0,15235.907663916738
10809.0,13853.542819400089
14830.0,13501.39452470299
13632.0,13843.60572467024
13605.0,15375.318765998385
13436.000000000002,14462.09087298817
14757.999999999998,14568.691618320187
11627.0,12916.525573494642
9600.0,12075.227933491029
16211.999999999998,12201.921658555602
14983.0,13357.647199393945
13732.0,14031.484910158584
13634.0,13439.990984906857
13735.0,13670.925822312834
9429.0,13121.084948886182
14723.0,12413.693143467592
12821.0,12247.522159161652
15556.0,12800.33538096363
16775.0,12871.118471868347
11627.0,13243.9294100493
12502.0,13278.195436376034
10810.0,11933.731084912113
12593.0,11281.224751991886
13969.0,11295.36464134535
14282.0,11814.56906024286
16477.0,14327.952296105055
12231.0,15124.4453550583
14015.0,15677.64719878611
15975.0,14538.418397115178
11842.0,13867.026869532721
13108.0,13720.77266092701
11946.0,13990.506887500187
13271.0,15013.234323483226
13488.000000000002,14004.587100946765
12994.000000000002,14206.343239323232
13343.0,13077.042956025058
13179.0,12585.212511478358
13204.0,12732.243523446095
9862.0,13313.562788328774
15043.999999999998,14033.229452039453
13265.0,12951.631418239034
11076.0,12993.012179704387
13005.0,11811.881197222576
9097.0,11314.217690601134
15698.000000000002,11480.626721243745
10038.0,12117.849342751735
13859.0,13347.952450758836
15480.0,12416.242841531124
11622.0,12605.610617172575
14972.0,11380.902285590246
9841.0,10841.09046406055
13312.0,10969.845272128432
17397.0,11652.346932359987
16332.0,13428.659004726487
16555.0,12988.192283988838
16903.0,14171.899593915006
14970.000000000002,13387.845420532263
13298.999999999998,12430.281497712742
10060.0,11926.088203943467
13098.000000000002,11872.344301497793
13438.0,13917.900411906918
12192.0,13204.654151370625
9147.0,13389.003218017926
12634.0,12106.080648284573
10962.0,10847.762273408613
11100.0,10979.4747929341
13193.999999999998,11480.84628990871
12869.0,13398.653075415765
12300.0,12744.097660952339
13375.999999999998,11912.232723289004
12167.0,11053.093453823523
8381.0,10814.53471001522
13508.999999999998,11141.246201744108
8221.0,11841.296140308546
13423.0,13309.3627536216
12540.0,12763.691429058174
11979.0,12570.151030599254
11883.0,11636.964199802682
12558.0,11273.00377679001
13389.0,11424.035930868386
13269.0,11935.729036240631
10303.0,13894.647113397386
8053.999999999999,12959.990599101204
11955.0,13732.638072343414
10193.0,12708.530118868264
10321.0,12163.965847504327
13305.000000000002,12118.366746857924
13184.0,10674.718508441338
8459.0,13018.333307080888
8383.0,12440.51831098033
10484.0,11784.838983081092
10076.0,10733.216921405867
9097.0,10174.514591651
13771.000000000002,10109.564076987836
14551.000000000002,11266.851817330447
7682.0,11153.831716936345
8538.0,11092.721512738524
13554.0,11369.659318588641
8515.0,10629.28268919381
8518.0,10495.58054051672
12555.0,10873.6725414016
9578.0,11572.212942717464
11781.0,11097.853801905396
4143.0,11024.267237980008
9250.0,11925.21149302325
16125.0,11115.2427127177
14425.000000000002,10991.32714021266
9385.0,12561.27435531753
18544.0,12674.565735510618
7780.0,12121.605615335056
14546.999999999998,11283.38461198794
8182.0,13014.069997769004
11378.0,11286.859583472462
8899.0,11285.267557205596
12063.0,11645.670378736455
12337.0,12231.935766354463
10113.0,13070.789864985934
13799.000000000002,11070.636616591653
13839.0,11534.962008902152
9453.0,11617.110972858978
5076.0,12232.04869546077
12204.0,12273.008317903346
11974.0,13243.153079792759
8681.0,10866.392191965313
8492.0,10876.04699379729
13177.0,10936.44218409996
13584.999999999998,10928.976920554323
12395.0,11586.650605308248
11079.0,12470.213453726765
9044.0,13366.681529422569
10713.0,10782.12553586537
10689.0,10759.691866645164
9778.0,11276.300295035591
10976.0,11182.875700977127
12142.0,11502.478207306332
16025.0,12043.073062840176
13361.0,12980.753866649899
8063.0,11274.911323881735
8128.0,11219.152809214953
12335.0,11707.413342999662
9948.0,11497.275573915616
10056.0,11737.441656024785
9583.0,12263.458033506913
13522.0,12875.436824630902
12371.0,11770.378772582686
8223.0,11801.738429773777
7962.999999999999,12314.859023458805
10705.0,11843.686865875063
7245.0,11911.030180766793
7793.999999999999,12497.715009791526
11060.0,13109.791739154722
7266.0,10687.863727233611
9257.0,10790.220938470013
10848.0,11475.440582160949
11434.0,10982.702324629687
10376.0,11110.910041524035
8305.0,11669.271749479709
10571.0,11765.328255337003
6500.0,9938.343464801368
6619.0,10183.04660815529
10132.0,11428.306792170632
13267.0,11141.239858671075
14121.0,11364.577787635133
9292.0,12051.426081433983
9157.0,12556.277874433146
7420.000000000001,9144.359191058093
9034.0,9124.620869159755
8418.0,11616.199240634845
8586.0,11571.728792584054
10114.0,11531.805550472909
13445.0,12007.203157386652
11477.0,12333.223875452664
5866.0,10121.745493343784
8348.0,10049.833589743903
13313.0,10933.278339190096
10085.0,11049.057007184143
8700.0,11487.87224235323
13090.999999999998,12019.926278803336
7222.999999999999,12207.325399086401
11232.0,10133.331830684358
11700.0,10397.982971123773
11052.0,11689.769375944432
7493.999999999999,11006.17153590843
13439.0,10881.665417439166
12627.0,11221.170028905814
14123.0,11638.51149980655
11891.0,9282.448148984384
11532.0,9486.153656656776
11147.0,11478.04295330245
13931.000000000002,11375.668622221488
10450.0,11646.806438816087
10428.0,11958.49569040172
10943.0,12052.495922656934
8225.0,8724.748963302762
8317.0,8793.633624068965
11869.0,11468.795346242474
13631.0,11579.053532517257
6481.999999999999,11849.175295909754
13467.0,11973.091494772236
13255.0,11670.08712461862
